sentimen,Tweet,sentimen-text,Target
 2,mau marah,Negative,Negative
 1,jowa nga kita hahaha charot,Positive,Negative
 1,selama kamu tidak menyerah apapun bisa terjadi kuroko ,Positive,Positive
 1,cintaejati hanya kematian yang memisahkan mereka ,Positive,Negative
 1,65 kamu gausa kuatir biasanya klo org ngadain ga pasti rejeki nya lancar terosss kooo ,Positive,Positive
 2,sesungguhnya telah rugi para pelajar itu iaitu mereka pelajar yang tidak hadir ke kuliyyah da ,Negative,Negative
 2,kecewa sih tapi yasudah namanya juga sepak bola indonesia kalo kamu bisa juara sungguh luar biasa dije ,Negative,Negative
 1,sana sm momo tuh ga sok imut mereka emg imut dan lucu dr sana nya natural ga dibikin bikin jd stop blg mereka sok imut ,Positive,Negative
 2,betapa kita sgt beruntung masih boleh mkn sdp dan mendapatkan makanan tapi lihat la mereka hanya memakan biskut ker ,Negative,Negative
 1,jangan terlalu bergantung pada orang lain faktanya kamu lebih kuat dari apa yang kamu pikirkan hanya kamu tidak mempercayainya,Positive,Negative
 2,apa kabar tuan pemilik hati beku kuharap kita akan berjumpa lagi dan bersatu bersatu menjadi sepasang kekasih halal duniaku ki ,Negative,Negative
 2,duka palu dan donggala adalah duka kita semuaemoga semua cepat teratasi rahayu pak semoga allah selalu me ,Negative,Negative
 2,dan janganlah kamu bersedih hati terhadap mereka orang orang ingkar dan berendahdirilah kamu terhadap orang orang yg ,Negative,Negative
 2,disaat mata kita tertuju ke bencana gempa dan tsunami melanda sodara2 kita diulteng di pihak lain ada kelompok manusia biad ,Negative,Negative
 2,jadi benci sekali sama orang2 yg jelek jelekin pemerintah mendagri segala macam di tengah situasi begini ga yakin ada duk ,Negative,Negative
 2,kalo idup lo kebanyakan pencitraan sm drama kita mana tau ya yg mana yg bener yg mana yg halu ,Negative,Negative
 1,sekecil apapun kebaikan yang kita lakukan tak kan pernah sia sia kebaikan akan berbalas kebaikan ,Positive,Positive
 2,terasa penat setelah berjalan jauh jangan khawatir guys kamu akan segar kembali begitu menyentuh air dari giwe marah ,Negative,Negative
 1,sama la kita teringin kek sesangat pastu start enjin gi jugak makan hahaha pi la makan ,Positive,Positive
 1,percayalah sayang berpish itu mudaah tak ada kamu di hidupku aku mampu ,Positive,Positive
 2,kita gak norak kayak mereka ,Negative,Positive
 1,off the record makasih banyak aku cinta kamu ,Positive,Positive
 2,ini serius beneran mereka makin kurang ajar maen kekerasan,Negative,Negative
 1,maunya kamu mas mah,Positive,Negative
 2,kenapa doa kita masih belum dimakbulkan fahamkan allah dahulukan apa yang kita semua perlu bukan ikut apa yang kita mah ,Negative,Negative
 1,gue semakin expressive ya,Positive,Positive
 2,aku bukan orang bodoh yang tak di hargai tapi masih bertahan asal kau tau aku akan berhenti merindumu dan juga akan bai ,Negative,Negative
 1,antara indahnya persahabatan ialah saat kita memberi namun tak mengharapkan balasan,Positive,Positive
 2,org tua wanita lagi teganya mereka melakukan kekerasan tsb,Negative,Negative
 2,mesti lah bitter gila babi baca sejarah amp you'll understand why im against blue blood adoration tun m was amp is still th ,Negative,Negative
 1,mereka yang bukan saudaramu dalam iman adalah saudaramu dalam kemanusiaan dan tujuan kita dihadirkan ke dunia adalah un ,Positive,Negative
 2,berdebat dg mu ngak seru iq mu jongkok bukti nya orang kritik kamu dan kaum mu bilang nyinyir dem ,Negative,Negative
 1,kuserahkan semuanya pada waktu agar kita bisa bersatu dan untuk saling mencintai ,Positive,Positive
 2,aku benar ingin mengatakan bahwa semua orang didunia ini mungkin merasa sedih dan kesepian dan jika kita tau bahwa sem ,Negative,Negative
 1,selamat hari batik nasional tetap cintai produk lokal kita ya para pemuda penerus bangsa ,Positive,Positive
 2,meluas hingga menjarah apa saja emas dll apakah ini demi hidup atau memang murni kriminal boleh jadi para maling yg hi ,Negative,Negative
 1,apa yang bikin kamu bersemangat hari ini ,Positive,Positive
 2,lebih susah jadi yang pertama dihati kamu ,Negative,Negative
 2,izinkan masyarakat menjarah adalah bentuk kegagalan pemerintah menangani bencana amp kegagalan mengedukasi rakyat menghadapi benc ,Negative,Negative
 2,selalu ada kangen di tiap aksara di tiap percakapan teks tanpa tatap mata tanpa pendar yang binar tanpa pernah benar usai ,Negative,Positive
 1,bahagia toh kalau ada seseorang yang mau berusaha semaksimal mungkin untuk membahagiakan kita hasil mungkin beda karen ,Positive,Positive
 1,kamu cantik dan hatimu baik hertysev,Positive,Positive
 2,kamu paling gk suka kalau orangtua kamu lagi ,Negative,Positive
 2,lelucon lawas seringkali enggak mampu lagi bikin kita tertawa lepas tapi kenapa kenangan pahit yang sudah berlalu l ,Negative,Negative
 2,mangkal mas mangkal ah humor kita ga sama nih kita putus ya ,Negative,Negative
 1,jangan lawa kelak ada ari kita perlu orang lain juak kinek mungkin x hahahaha,Positive,Negative
 1,siapa yg gk pcya sama kekuatan doa tidak ada appun yg kita minta pasti akan dikabulin klo gak dikabulin mgkn mm ,Positive,Negative
 2,ini judulnya terkesan tidak berempati mestinya bagaimana bersama menolong korban bencana ,Negative,Negative
 1,aku mencintaimu sewajarnya tak kurang dan tak juga berlebihan cinta yang kurang tentu akan membuatmu bosan sedangkan ,Positive,Positive
 1,aitakata i love you aku cinta kamu i u ,Positive,Positive
 1,and sebab kita terlalu sayang diaebab tu orang kata jangan terlalu sayang allah akan tarik balik allah taknak kita say ,Positive,Negative
 2,menangis hati ini melihat bapak memeluk erat kh ahmadaidi bin khaidemoga allahwt mengabulkan hajat ki ,Negative,Negative
 1,ya ya iya in aja biar senang mereka ,Positive,Positive
 2,doa mereka sdh habis mas kan apbn p tahun ini tida ,Negative,Negative
 2,klo rakyat biasa ngomong sepekan beres bisa dituduh hmm ga ah tapi kita berprasangka baik saja bahwa batas kemamp ,Negative,Negative
 2,yang terlihat lebih baik banyak namun kita gatau dia beneran baik atau engga bersyukur aja kalo udah punya yang baik jan ,Negative,Positive
 2,keadaan yang paling tak best bila tengah tengah memikirkan orang yang tidak hargai kita ,Negative,Negative
 1,semoga dimudahkan apa yang menjadikan mereka sulit semoga jadi pelajaran bagi kita semua untuk lebih wasp ,Positive,Negative
 1,sangat senang jadi bagianpotifyonstage2018 dan mereka punya pesan spesial untukmu ,Positive,Positive
 1,kata pak hidup itu bukan panjang pendeknya umur tapi seberapa besar kita dapat bantu orang lain karena pak ,Positive,Negative
 2,kamu mau aku mati ,Negative,Negative
 2,perempuan ni dia tak suka kongsi suami tapi mereka suka sangat sangat kongsi aurat dekat lamanosial ,Negative,Positive
 1,enak banget mas genjotan kamu ,Positive,Positive
 1,salut,Positive,Positive
 1,dukung dan bantu mereka yang membutuhkan nilai kemanusian dalam kebersamaan gerakcepatuntukpalu,Positive,Positive
 2,mau menghakimi penguasa gagal saja kok disuruh nunggu pemilu kasihan rakyat harus merana sampai pemilu pada pemilu nan ,Negative,Negative
 2,walaupun kita ada susah senang dengan si dia belum tentu semua tu boleh buat dia stay dengan kita ,Negative,Negative
 2,kalo kamu gampang kebakar gak soalnya bikin pengen mesiu later,Negative,Negative
 2,kemaksiatan merajalela terutama di sekitar pantai talise itu lgbt dianggap hal yg wajar ritual kemusyrikan ,Negative,Negative
 2,beraninya sama ibu ibu demokrasi omong kosong sudah main kekerasan mereka tolong dilapor ,Negative,Negative
 2,hati modus tipu2an ala jokower kaya gini data jelek mereka spin jadi bagus data yg tidak mencapai target mere ,Negative,Negative
 2,di acara musik pameran sepatu pun mereka sweeping mana yg lebih bejat ,Negative,Negative
 1,hahahaha hebat kamu adilyekaleee ,Positive,Positive
 2,trus aku apa kabar yg jauh lebih gendut dari kamu gt lt dibikin aja minggu hari buat omnivora mode on ,Negative,Negative
 2,kita semua pasti pernah salah namun ada perbedaan besar antara salah yang buatmu dewasa dan salah yang sengaja dilakukan,Negative,Negative
 1,suka gini ya kamu,Positive,Positive
 2,jika ada orang yang membenci kita tanpa sebab yang jelas apa lagi kita sudah meminta maaf jangan balas membencinya kar ,Negative,Negative
 2,jangan disangka air yg tenang tiada buaya jangan disangka muka yg tenang tiada masalah yg melanda jangan disangka oran ,Negative,Negative
 2,aku tak salahkan generasi sekarang 100ilap org2 tua kita jugak dulu kita dido ,Negative,Negative
 1,nadia percaya ia akan mampu memberikan yang terbaik karena ia yakin mendapat dukungan dari kita semua masyarakat indo ,Positive,Positive
 1,betul2 jangan bersedih akan tiba masanya kita semua berbahagia haha,Positive,Positive
 2,pu amin ini kita bukan kisah sangat pasal style dakwah dia lembut ke keras ke orang tak ambil pusing sangat orang m ,Negative,Negative
 2,ah kamu jadi ga emosi lagi ,Negative,Positive
 1,kita punya orang2 hebat dan berintegritas bang bagaimana pak menunjuk pak kuntoro mang ,Positive,Positive
 1,betul ibu boleh mendidik tapi bila sang ayah turut sama mengangkat darjat si isteri ditempat yang tinggi impaknya lebih be ,Positive,Negative
 2,ketika melihat kesuksesan orang lain adakalanya kita merasa ciut dan tak mampu bersaing padahal setiap orang punya jalan berbeda ,Negative,Negative
 2,ishhh jangan la puji kita ,Negative,Negative
 1,iya kita tunggu sejauh mana kebenaran beritanyakalau hoax ya musibah kalau bener ya anugrah wkwkwkwkwkkwwk,Positive,Negative
 1,segala yg terjadi di hidup kita tidak pernah ada yg kebetulan selalu ada rencana tuhan dan rencananya selalu indah bagi kita amin,Positive,Positive
 2,ko biadap sekali pelakunya mungkin pelaku dilahirkan bukan dari seorang wanita penegak hukum harus tegas ,Negative,Negative
 1,tahu kah kamu hatiku adalah lautan cinta tak perlu kau selami untuk mengetahui cukup kau rasakan permukaannya atc,Positive,Positive
 2,terkadang suka ngerasa sedih liat temen2 kita udh pada bisa ngehasilin duit sedangkan kita sendiripun msh berjuang ,Negative,Negative
 2,tuhan memang mentakdirkan kita untuk saling berjauhan tetapi aku yakin tuhan memiliki rencana besar dibalik itu semua,Negative,Positive
 1,enaknya sendirian tuh nentuin jadwal aja suka sukaa ,Positive,Positive
 2,bagaimana anda tahu tuhan sedang 'marah' tuhan ada hantar whatsapp pada anda ke ,Negative,Negative
 1,mari belajar bersyukur untuk segala sesuatu yang ada pada dirimu hargai apa yang saat ini sudah kamu dapatkan dan jagalah dengan ,Positive,Positive
 2,kadang kalo lg down kita gak tau cari new client dimana lagi atau prospek existing client dgn cara apa lagi ,Negative,Negative
 1,kita tidak bisa membangunkan kultur kepribadian kita dengan sebaik baiknya kalau tidak ada rasa kebangsaan yang sehat,Positive,Negative
 2,3 lebih kejam lagi seperti mensyukuri para korban bencana ketua fpihobri lubis bahkan mengatakan akibat rizieq i ,Negative,Negative
 1,dari 9 nilai gusdur ada diantaranya kemanusiaan dan persaudaraan mari kita kokohkan nilai persaudaraan kita untuk saudar ,Positive,Positive
 2,dan kita masih saja tidak terima bila disebut dengan nama binatang ,Negative,Negative
 1,kamis malam diecangkir kopi datang untuk menunjukkan kepedulian dan berdonasi karena walaupun kita tidak disana ,Positive,Positive
 1,huuyyyy crushyy miss na kita ahahaha,Positive,Positive
 1,mari berdoa bersama semoga allah senantiasa memberikan anugerah keselamatan dan kesehatan bagi kita semua bagi saudara kit ,Positive,Positive
 1,percaya yang sesungguhnya adalah ketika kamu tetap percaya sekalipun sulit dipercaya ri,Positive,Negative
 2,ada baiknya kita tidak ikut2 an latah memposting wajah bunda pasca dianiaya mari kita hormati beliau dan ke ,Negative,Negative
 1,kesempurnaan lelaki bergantung pada sejauh mana perempuan itu memahami dia the end moga moga kita dapat jodoh yg baik aa ,Positive,Positive
 1,aku juga ga sabar pengen berdiri disana sama kamu seperti mereka bahagia ,Positive,Positive
 2,4 tidak hanya itu postingan konyol lainnya mereka sebar di whatsapp group bahwa gempa palu terjadi krn akan diadakan f ,Negative,Negative
 2,ini kah orangnya bener gak sih kalo ini aku tau sok chat d sini aja ya pemirsa kita rumpik rumpian aja dah biar rame htt ,Negative,Negative
 2,kolotnya caption kau ni bro kalau dapat isteri yang berkerjaya kita kena tolong dia juga takkan semua benda dia k ,Negative,Negative
 1,bagi sebagian orang menyelesaikan tantangan demi tantangan adalah bentuk pembuktian diri ketika tantangan baru datang maka kamu ,Positive,Positive
 2,dima gue gak berhasil masuk negeri akhirnya masuk swasta tapi emak gue gamau yang ecek ecek biarin mahal yang ,Negative,Negative
 2,terjemaahesungguhnya telah rugi para pelajar itu iaitu mereka pelajar yang tidak hadir ke kuliyyah dan jug ,Negative,Negative
 2,ga bener bgt nih seorg wanita ibu dan nenek diperlakukan spt ini ,Negative,Negative
 2,bukan soal manggil sayang doang aduh sungguh ku tak berniat mencela atau memaki tapi kamu itu membela dirinya jelek banget ,Negative,Negative
 2,walaupun masing masing nak kejar kemenangan tak usahlahebar fitnah banyak perkara dasar dan isu yg boleh kita bahaskan ,Negative,Negative
 2,ketika kita hanya dapat mengkritik apa yang dikerjakan oleh orang lain maka berarti kita berada dalam posisi pikiran terlemah te ,Negative,Positive
 1,teacher noriha untuk kita dapatkan kejayaan yang besar kita kena korbankan banyak perkara2 kecil ,Positive,Negative
 2,dan kalau kalah kamu bisa jadi laki laki ngaku kalah dan cari psikiater ndak ,Negative,Negative
 2,bukan benci yang membuat kita menjauh dari orang lain tapi kecewa ,Negative,Negative
 2,pki berteriak maka kyai mana kyainya gubuk2 asrama santri dirusak kasur2 dibakar buku2 santri dibakar habis sarana p ,Negative,Negative
 2,jangn pernah ambik kesempatan atas org yang ikhlas tolong kita ,Negative,Positive
 1,bahagia adalah milik mereka yang bangga menjadi dirinya sendiri,Positive,Positive
 1,jelingan mata kamu pandangan redup sayu di wajah membuatkan hatiku berbunga menjadikan hariku lebih bermakna aku ingin hidup 100 tahun lagi,Positive,Positive
 2,ada yang ngerep mereka kafir seriously harusnya statement itu lebih nampar dong masa yang dibilang kafir itu ,Negative,Negative
 1,disamping bekerja keras cerdas tuntas kita juga harus bekerja ikhlas karena dengan keikhlasan tersebut kita bisa menerima ,Positive,Positive
 1,dukung dan jaga terus mereka untuk masa depan bukan untuk mencaciemangat boys respect untuk kalian yg habi ,Positive,Positive
 2,suka gemes sama oknum gak bertanggungjawab yg menyebar hoax ditengah kesedihan yg melanda saudara kita hati dl ,Negative,Negative
 2,wkwkwkwk sombong abis kalau lo gak sekolah gak bisa sbm juga kaliekolah aja udah gitu gimana p ,Negative,Negative
 2,kita sering ga sepaham ,Negative,Positive
 1,berkhayal tentang kamu yang masih menjadi urutan teratas dari daftar rinduku ,Positive,Positive
 1,mama belajar rajin2 jadi orang yang baikentiasa tolong orang nanti allah akan tolong kita balik ,Positive,Negative
 1,berjuanglah untuk menghadapi setiap rintangan dan menjadi pribadi yang lebih baik karena akan selalu ada musuh yang siap menjatuh ,Positive,Positive
 1,dear kamu terima kasih,Positive,Positive
 2,taurusi tukang php dan bikin baper anjer ya mereka tuh jago perhatian tarik ulur dan begitu kita s ,Negative,Negative
 1,walau kita disakiti kita tetap tersenyum walau kita dihina kita tetap sabar walau jatuh kita tetap bangun se ,Positive,Positive
 1,tidak ada yang tidak mungkin untuk dilakukan jika kamu tekun dan terus mencoba bniquotes ,Positive,Positive
 1,gapapa ko aku suka kamu apa adanya ,Positive,Positive
 2,berlinang airmata ini menyaksikan saudara kita di belahan bumi sana allah uji dengan ujian yang tak ringan ya all ,Negative,Negative
 1,kitaorg elok jee jawab dulu alhamdulillah dikurniakan nafas lagi sehingga hari ini jangan didik generasi muda menja ,Positive,Negative
 1,jadilah pemaaf agar hati kita menjadi lapang allah aja maha pemaaf masa kita ngga follow tau ,Positive,Negative
 1,sahabatan itu perlu buat tempat curhat seneng2 dan buat hidup lebih asyik tanpa sahabat mungkin hidup kita kesepian mrzprlquotes,Positive,Positive
 1,warga kampung lere palu bersyukur ada relawan fpi yang sigap dan radikal mengevakuasi jenazah kerabat mereka yang menjadi korb ,Positive,Positive
 2,yang melakukan pengeroyokan ini banci padahal ibu nya wanita dimana hati nuraninya coba negeri ini apakah sudah ,Negative,Negative
 1,tapi syukurnya setelah satu tragedi berantem yang ga di tahan tahan dimana bapak gue sampe nyakitin dir ,Positive,Negative
 2,mereka ini siapa kok berani2 nya main fisik ,Negative,Negative
 1,jangan putus asa atau menyerah dalam menjalani hidup sebab kita punya tuhan yg hidup ,Positive,Positive
 1,mencari kesuksesan dan melewati batasan batasan diri sendiri adalah hal yang wajar namun kesuksesan yang kamu peroleh tentu akan ,Positive,Positive
 2,mau bilang kamu dimana aku mau ketemu bisa aja ngga punya nyali brutal honesty apaan ya resteee mau wassap aja geme ,Negative,Negative
 2,daripada hidup cuma dihabisin buat jadi pejuang cinta kenapa ga kamu perjuangkan juga yg satu ini bro graphicdes ,Negative,Positive
 2,innalillahiwainnailaihirojiun takziah kepada keluarga allahyarham datori wan amizan atas pemergiannya ke rahmatullah sem ,Negative,Positive
 2,aku sakit hati sama omonganku sendiri apa kabar mereka ya ,Negative,Negative
 2,jangan percaya drama mereka dicka sama om aup itu pernah kumpul kebo dulu ,Negative,Negative
 2,bila ada orang kutuk kita close your ears and don't listen with them and don't argue with them be strong and take c ,Negative,Negative
 1,tetapjkw lakukanlah seluruh aktivitas kita dengan penuh cinta dan hanya mengharapkan keridhaan nya sehingga a ,Positive,Positive
 2,demi menjelek2kan fpi kamu ngaku2 warga palu apa itu namanya bukan biadab ,Negative,Negative
 2,anda dan kelompok anda itu hanya ingin menggiring opini seolah pak prabowo amp tim mawar lah yg melakukan pengamanan kepada 13 ,Negative,Negative
 1,dekat page jap kan time tu best internet laju boleh google memang kita je asyik menang ,Positive,Positive
 1,yang penting kamu bahagia nggak gitu bahagia itu bareng bareng bukan merelakan salah satu bahagia dia lagi mencoba bo ,Positive,Positive
 1,batik aja butuh perpaduan warna corak untuk bisa menjadi indah masakan kamu gak butuh aku untuk menciptakan keinda ,Positive,Positive
 2,kamu ada affair ya sama twitter kok begituan doang diselamatin ,Negative,Negative
 2,maap ya kita emang bosenan ,Negative,Negative
 2,kangen dicariin yg sampe di telfon telfon terus ngomel marahin kita ngomelnya tapi tanda sayang bgt dan khawatir bgt ,Negative,Negative
 1,keluargamu adalah alasan bagi kerja kerasmu maka janganlah sampai engkau menelantarkan mereka karena kerja kerasmu,Positive,Negative
 2,mungkin tidak tapi kalo mereka masih punya rasa malu itu sudah cukup untuk membuat mereka tidak nyaleg lagi,Negative,Negative
 1,i am sure setiap anak ada tanamkan niat dalam diri nak kerja dan nak sara keluarga senangkan ibu bapa pula balas jasa mere ,Positive,Negative
 2,kamu kasian sama mereka mereka yang harus minggir ,Negative,Negative
 1,kita berdoa semuanya agar alat2 berat itu lancar bisa sampai kesini dan kemudian terlihat wajah pak jokowi spt menahan ,Positive,Positive
 2,kok kamu maksa ,Negative,Negative
 1,bersyukurlah atas apa yang tuhan berikan biarkan rasa syukur membuat kita bahagia dan tuhan melipat gandakan kebahagiaan ki ,Positive,Positive
 1,ayat manis before marriage is absolutely cinta murahan mudah ditutur tanpa ikatan sah,Positive,Positive
 2,ini belum seberapa mereka tuh kelakuaan nya ga kayak girlgroup lain ,Negative,Negative
 2,mulut kamu gentong ,Negative,Negative
 2,gak perlu diladeni min iq nya gak nyampek dia yang penting instropeksi kita sendiri ,Negative,Negative
 2,banyak sekali orang dengan seragam fpi dan ada tulisan yg katanya lambang hti tapi kok gak ada yg demo nyuruh mereka keluar ya ,Negative,Negative
 1,kamu tidak perlu membalas rasa sayangku cukup kamu bahagia saja ,Positive,Negative
 1,mari teguh kan kepribadian kita sebagai bangsa indonesia ,Positive,Positive
 1,allah suruh kita belajar tinggi2 sebab nak kita faham dengan ilmu dan kenal allah tapi orang sekarang belajar tinggi2 seb ,Positive,Negative
 2,hingga saat ini satu juta muslim uighur ditahan di kamp kamp oleh pemerintah komunis china dan kaum liberal diam seribu ba ,Negative,Negative
 2,kamu kalo disuruh milih gimana masa dia aja yang disuruh memilih ,Negative,Negative
 2,sejujurnya saya pikir kekalahan ini bagus untuk mereka dan kita timnasday,Negative,Positive
 2,kesilapan terbesar mentaliti masyarakat malaysia adalah terlalu mementingkan result dan bukannya proses yang betulebab i ,Negative,Negative
 2,editannya bagus tapi gak ship mereka tapi b aja sih,Negative,Negative
 1,kamu jodoh ku ,Positive,Positive
 1,selamat hari batik nasional identitas kita kebanggaan kita budaya kita dan ciri khas bangsa indonesiaudahka ,Positive,Positive
 2,sorry kung mahal na mahal kita ,Negative,Negative
 2,kita heran ya ma punya apa di omongin orang ngga punya apa apa lebih di omongin orang dapet apa di omongin oran ,Negative,Negative
 1,terimakasih sukses selalu ,Positive,Positive
 2,cara2 menggunakan hoax untuk menebar kebencian pada rezim berkuasa sudah menyerupai yg dilakukan isis diuriah dgn white ,Negative,Negative
 2,celotehaya disebut presiden termiskin di dunia tetapi saya tak merasa miskin orang miskin adalah mereka yang bekerj ,Negative,Negative
 2,baru aku tahu iblis datang dekat kita melalui angin angin yang panas orang sangka duduk condo flat tkde jin iblis masuk ,Negative,Negative
 1,semangat terus pakemoga tuhan selalu memberikan kekuatan dan segala penyakit diangkat amin ,Positive,Positive
 1,rakyat udah pada cerdas mereka tahu mana kritik mana kebencian topiknya selamat kan indonesiaekarang ada bencana ,Positive,Negative
 2,biadab sekali yang melakukan inieorang wanita seyogyanya tidak diperlakukan sperti ini mereka yang melakukan a ,Negative,Negative
 2,goblog kamu ,Negative,Negative
 2,ibundaku bilang menjadi orang jahat itu gampang caranyaakitilah hati orang kemudian cukup minta maaf lalu diamlah ,Negative,Negative
 1,kadang kadang kita perlu terluka demi orang yg kita sayang hm ,Positive,Positive
 1,orde baru tidak menyengsarakan anak bangsa justru mencatat pertumbuhan ekonomi tertinggi selama i ,Positive,Positive
 2,gue ga memungkiri di akar rumput ketidaktahuan dan kenaifan berpikir itu masih banyak yg gue sesali adalah elit terdi ,Negative,Negative
 2,musibah yang menimpa teman teman kita di palu sudah begitu menyakitkan namun mereka tambah lagi rasa sakit kita de ,Negative,Negative
 2,kalau hidup kita belum bener ndapapa karena akan selalu ada orang sok bener yang mbenerin hidup kita ,Negative,Negative
 1,happy birthday semogaa sukses teruss jangan makin tinggi ya nanti aku kelelep kalo deket kamu ,Positive,Positive
 2,percuma bertahan klo tindakan pks telah merusak kepercayaan rakyat daneluruh kesalahan itu adlh ulah d ,Negative,Negative
 2,sepakat hanya saja saya kasih tahu kamu selera mereka rendah karena gak mau sama saya ,Negative,Negative
 2,malang selalu dikucilkan ketika kita belajar salah sedikit dimaki seluruhnya tapi tidak berkaca pada send ,Negative,Negative
 2,bukan dia yang memberikan harapan kamu aja yang berekspektasi lebih ,Negative,Negative
 1,dengan perempuan perempuan cerdas dan tangguh kita yakin indonesiamaju lebih cepat ,Positive,Positive
 2,seegois itukah kamu jangan siksa aku seperti ini aku lama lama juga capek kalau kamu sudah tidak ingin lagi denganku ,Negative,Negative
 2,banci itu beraninya keroyokan emak2 lagi yg dikeroyok astaghfirullahemoga aparat hukum kita punya nyali u ,Negative,Negative
 2,kenapa sih kamu manja banged ngomong sama tenggorokan ,Negative,Negative
 2,mulai main kasar memancing perseteruan periksa tkpaksi saksi periksa cctv tkp hasil visum kalau kamu gak mampu ,Negative,Negative
 2,kamu tuh kadang suka ngeselin tapi sering banget bisa bikin aku kangen ,Negative,Positive
 1,jadi mulai sekarang kita cari cara bagaimana allah menyukai kita kontribusi oleh buat dapetin dakwah ,Positive,Positive
 2,entahlah makin lucu aja umat di negeri ini mereka semakin tak bisa bedakan mana kr ,Negative,Negative
 2,dapat kabar bencana di palu malah dimanfaatkan oleh org2 yg bermental kriminal untuk menjarah pom bensin toko2 dsb ,Negative,Negative
 1,suka dengan ayat ni rezeki itu datang dari 3 cara datang sebab kamu cari datang sebab allah nak bagi dan datang seb ,Positive,Negative
 2,kamu nge tweet ginian nggak mesyen aku yang kamu lakuin itu jahat ,Negative,Negative
 1,tapi pernah nyoba yang kue kering sih enak,Positive,Positive
 2,kamu lebih anjing ,Negative,Negative
 1,apabila kita redha pada sesuatu yang mengecewakan hati kita maka percayalah allah akan mengantikan kekecewaan itu dengan sesu ,Positive,Negative
 1,mari menjadi berkat bagi orang orang di sekitar kita ,Positive,Positive
 1,semangat ya nder gausah urusin replynya itu hak kamu milih yg terbaikemoga kedepannya otak kamu gak didengkul lagi yha,Positive,Negative
 1,cinta adalah kepercayaan ,Positive,Positive
 2,saking lamanya mengantri dan menunggu orang2 sdh kehilangan senyum mereka ,Negative,Negative
 2,dicariin kamu tuh bikin middyu eonnie emosi aja ,Negative,Negative
 2,sangat menyedihkan demi syahwat kekuasaan arwah pki pun dibangkitkan kembali oleh mereka yg tak mampu bersaing secara sehat ,Negative,Negative
 2,valir tu bikin skill kita ga guna ,Negative,Negative
 1,ah samaa ayo kita berteman,Positive,Positive
 2,kasihan klub persibnya gara2 ulah suporter mereka jadi kena imbasnya padahal persib lagi menduduki ,Negative,Negative
 2,mandi saja aku malas apalagi suruh ngejar ngejar kamu mas ,Negative,Negative
 2,saya tida akan membalas mereka yg mencoba menghancurkan rumah tangga saya mungkin dengan itu mereka bisa puas da ,Negative,Negative
 2,sbb kamu membosankan,Negative,Negative
 2,jauh dr norma n etika budaya bngsa yg gini kok dibanggakan cntoh yg menghancurkan budaya ,Negative,Negative
 1,tlw bukan prank hahaha benar memiliki rasa kagum ke kamu terlihat pengecut ya hanya bisa melalui base di peruntukkan ,Positive,Negative
 2,kepalaku berat mikirin kamu ,Negative,Negative
 2,pendidikan apa yg diterima mereka yg komennya spt ini kemana perginya moralitaspeechlesspt manusia yg hanya ad ,Negative,Negative
 2,buat kamu yang sedang merindu ,Negative,Positive
 1,dalam keadaan jelek pun kita tetep setia temenan sama lo lay happy birthday ,Positive,Negative
 1,kalau gagal cuba lagi biar selekeh janji otak padu dengan ilmu tetap senyum bila sedih amp sakit sayangkan s ,Positive,Negative
 1,saat kamu memutuskan tuk tetap berjuang dan berdoa maka tuhan akan memeberikanmu kekuatan,Positive,Positive
 1,jangan pernah takut untuk mencoba hal yang baruemua akan terasa ringan jika kita melakukannya dengan ikhlas ,Positive,Positive
 2,berisik bgt anjir ,Negative,Negative
 2,rezim apaan ini makin hancur nkri ,Negative,Negative
 2,jangan sampai kita jadi manusia yang allah kata 'zalim' dalam quran apabila diberi peringatan atau petunjuk manusia 'zalim ,Negative,Negative
 1,jika nanti kamu sudah bahagia tolong beri kabar tentang kebahagiaanmu,Positive,Positive
 2,ptl teruntuk kamu iya kamu yang lagi badmood dr kmrnenyum lagi dong jelek tuh klo cemberut fightingomi ,Negative,Negative
 1,hidup sehat jadi bekal berbuat kebaikan yuk cek kebiasaan sehari hari yg sangat menentukan kesehatan tubuh kita ,Positive,Positive
 2,rlt aku sering diganggu cowok2 dikelas mereka ky tanpa sebab ngatain aku gb k awalnya aku bales balik tp sekar ,Negative,Negative
 2,jangan sepelekan narasi2 hoax dan pembodohan oleh kaum radikal mereka sdh menguasai dunia pendidikan kita ,Negative,Negative
 2,innalillahi wa innailahirojiun negeri iniudahangat genting kepadaiapa kita percayakan keamananekarang mau l ,Negative,Negative
 2,sedih dan terharu ,Negative,Negative
 2,kamu merusak kebahagiaan seorang anak gadis yang dicintai dan dibesarkan sepenuh hati oleh ayah dan ibunya ,Negative,Negative
 2,saya bingung gimana bisa sih kamu mengasihi tuhan tapi tidak mengasihi sesama manusia ,Negative,Negative
 1,10 pesan bijak pagi ini 1 yang lebih baik daripada moving on adalah moving up yang lebih kuat daripada m ,Positive,Positive
 2,biasalah tu jangan expect mcm mcm nnti kita sedih terima jela dari takda tu huhuhu,Negative,Negative
 2,tidak ada doa mereka selain ucapan ya tuhan kami ampunilah dosa dosa kami dan tindakan tindakan kami yang berlebih lebiha ,Negative,Negative
 1,heh heh heh ngapain sih kamu ngumpet2 makin mirip aja kaya kucing ,Positive,Negative
 2,ketajiran mereka tidak berpengaruh terhadap kehidupan perekonomianku jd skip,Negative,Negative
