NAMA_BARANG,NAMA_BARANG_NO_SPCHAR,JML_BARANG,KRITERIA_BARANG
TBS Periode 10 Mei 2021,TBS PERIODE 10 MEI 2021,172436.2969,TBS
CRUDE PALM OIL,CRUDE PALM OIL,174540,CPO
Crude Palm Oil ,CRUDE PALM OIL,176500,CPO
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,177490,
CPO (Crude Palm Oil) Kontrak 038-CPO.IMT/LIL/X/2021,CPO CRUDE PALM OIL KONTRAK 038 CPO IMT LIL X 2021,177750,CPO
Palm Kernel,PALM KERNEL,178390,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,178500,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,179410,
CRUDE PALM OIL,CRUDE PALM OIL,179550,CPO
TBS Periode 28 s.d 30 April 2021,TBS PERIODE 28 S D 30 APRIL 2021,179700.2969,TBS
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,179830,
CRUDE PALM OIL KONTRAK NO. 106/SJMS/KJB-CPO/VI/2021,CRUDE PALM OIL KONTRAK NO 106 SJMS KJB CPO VI 2021,180000,CPO
CRUDE PALM OIL KONTRAK NO. 195/SJMS/KJB-CPO/VIII/2021,CRUDE PALM OIL KONTRAK NO 195 SJMS KJB CPO VIII 2021,180000,CPO
CRUDE PALM OIL KONTRAK NO. 241/SJMS/KJB-CPO/X/2021,CRUDE PALM OIL KONTRAK NO 241 SJMS KJB CPO X 2021,180000,CPO
Palm Kernel,PALM KERNEL,180060,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,180250,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,180360,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,180370,
CRUDE PALM OIL,CRUDE PALM OIL,180590,CPO
Palm Kernel,PALM KERNEL,182640,
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,183120,
TBS Periode 02 s.d 04 Mei 2021,TBS PERIODE 02 S D 04 MEI 2021,184142.4063,TBS
CRUDE PALM OIL,CRUDE PALM OIL,184330,CPO
Ongkos Angkut TBS DIV 7,ONGKOS ANGKUT TBS DIV 7,186060,
PALM KERNEL,PALM KERNEL,187060,
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,190000,CPO
Crude Palm Oil (CPO) 190.000 Kg Kontrak 534/CPO/SMN-IMT/VI/2021 PO 9100077159,CRUDE PALM OIL CPO 190 000 KG KONTRAK 534 CPO SMN IMT VI 2021 PO 9100077159,190000,CPO
Crude Palm Oil (CPO) 190.000 Kg Kontrak 569/CPO/SMN-IMT/X/2021 PO 9100081142,CRUDE PALM OIL CPO 190 000 KG KONTRAK 569 CPO SMN IMT X 2021 PO 9100081142,190000,CPO
Crude Palm Oil (CPO) 190.000 Kg Kontrak 601/CPO/SMN-IMT/XII/2021 PO 9100083994,CRUDE PALM OIL CPO 190 000 KG KONTRAK 601 CPO SMN IMT XII 2021 PO 9100083994,190000,CPO
"Pembayaran Uang Muka CPO/Crude Palm Oil, No.Kontrak 131/PM/C-CPO/VIII/2021",PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL NO KONTRAK 131 PM C CPO VIII 2021,190000,CPO
Pembayaran Uang Muka PK/Palm Kernel No.Kontrak 146/PM/C-PK/IX/2021,PEMBAYARAN UANG MUKA PK PALM KERNEL NO KONTRAK 146 PM C PK IX 2021,190000,
"Pembayaran Uang Muka PK/Palm Kernel, No.Kontrak 162/PM/C-PK/X/2021",PEMBAYARAN UANG MUKA PK PALM KERNEL NO KONTRAK 162 PM C PK X 2021,190000,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,190400,
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.BUMI SAWIT PERMAI KE BULKING BOOM BARU, DO : 2750/CPO/2750/21/C005",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS BUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750 CPO 2750 21 C005,191180,
Crude Palm Oil,CRUDE PALM OIL,191540,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.PANGKALAN PANJI  MILL KE BULKING BOOM BARU, DO : 2450/CPO/2450/21/C027",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS PANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450 CPO 2450 21 C027,193420,
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.BUMI SAWIT PERMAI KE BULKING BOOM BARU, DO : 2450/CPO/2750/21/C001",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS BUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2450 CPO 2750 21 C001,193500,
CRUDE PALM OIL,CRUDE PALM OIL,193600,CPO
CRUDE PALM OIL,CRUDE PALM OIL,193690,CPO
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 045/ANJ-TN/CPO/06/21 Tanggal 25 Juni 2021,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 045 ANJ TN CPO 06 21 TANGGAL 25 JUNI 2021,194420,
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,194540,
CRUDE PALM OIL,CRUDE PALM OIL,195640,CPO
CRUDE PALM OIL,CRUDE PALM OIL,195900,CPO
PANJAR PENJUALAN CPO (095/CPO/SRJ-TN/XII/2021),PANJAR PENJUALAN CPO 095 CPO SRJ TN XII 2021,196000,CPO
PENJUALAN CPO (104/CPO/KSP-SIP/IX/2021),PENJUALAN CPO 104 CPO KSP SIP IX 2021,196000,CPO
Panjar Penjualan CPO (027/CPO/PNNI-TN/III/2021),PANJAR PENJUALAN CPO 027 CPO PNNI TN III 2021,196000,CPO
Panjar Penjualan CPO (063/CPO/PNNI-TN/VIII/2021),PANJAR PENJUALAN CPO 063 CPO PNNI TN VIII 2021,196000,CPO
Panjar Penjualan CPO (126/SRM-CPO/PKU/VI/2021),PANJAR PENJUALAN CPO 126 SRM CPO PKU VI 2021,196000,CPO
Panjar Penjualan CPO (179/SRM-CPO/PKU/VII/2021),PANJAR PENJUALAN CPO 179 SRM CPO PKU VII 2021,196000,CPO
Panjar Penjualan CPO (193/SRM-CPO/PKU/VIII/2021),PANJAR PENJUALAN CPO 193 SRM CPO PKU VIII 2021,196000,CPO
Panjar Penjualan CPO (204/SRM-CPO/PKU/VIII/2021),PANJAR PENJUALAN CPO 204 SRM CPO PKU VIII 2021,196000,CPO
Panjar Penjualan CPO (296/SRM-CPO/PKU/X/2021),PANJAR PENJUALAN CPO 296 SRM CPO PKU X 2021,196000,CPO
Panjar Penjualan CPO (306/SRM-CPO/PKU/XI/2021),PANJAR PENJUALAN CPO 306 SRM CPO PKU XI 2021,196000,CPO
Panjar Penjualan CPO (328/SRM-CPO/PKU/XI/2021),PANJAR PENJUALAN CPO 328 SRM CPO PKU XI 2021,196000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,196310,CPO
Crude Palm Oil,CRUDE PALM OIL,196320,CPO
CRUDE PALM OIL,CRUDE PALM OIL,196390,CPO
CRUDE PALM OIL,CRUDE PALM OIL,196460,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,196650,
CRUDE PALM OIL,CRUDE PALM OIL,197170,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,197180,
CRUDE PALM OIL,CRUDE PALM OIL,197310,CPO
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,197310,
PALM KERNEL OIL,PALM KERNEL OIL,197460,
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,197580,
Palm Kernel,PALM KERNEL,197860,
CRUDE PALM OIL,CRUDE PALM OIL,198559,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,198920,
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,199260,
Pelunasan 20% Penjualan CPO ,PELUNASAN 20 PENJUALAN CPO,199470,CPO
Biaya Pengangkutan Crude Palm Oil (CPO) No. DO 022/DO-ANJ-IMT/CPO/11/21,BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO DO 022 DO ANJ IMT CPO 11 21,199630,
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 036/ANJ-TN/CPO/05/21 Tanggal 02 Juni 2021,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 036 ANJ TN CPO 05 21 TANGGAL 02 JUNI 2021,199740,
PALM KERNEL,PALM KERNEL,199787,
Ongkos angkut CPO,ONGKOS ANGKUT CPO,199790,
CRUDE PALM OIL (CPO),CRUDE PALM OIL CPO,199800,CPO
Palm Kernel,PALM KERNEL,199830,
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 036/ANJ-IMT/CPO/11/20 Tanggal 10 Nopember 2020,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 036 ANJ IMT CPO 11 20 TANGGAL 10 NOPEMBER 2020,199850,
CRUDE PALM OIL,CRUDE PALM OIL,199910,CPO
Ongkos angkut CPO,ONGKOS ANGKUT CPO,199970,
"CPO/Crude Palm Oil, Kontrak No.028/PSJ/C-CPO/II/2021",CPO CRUDE PALM OIL KONTRAK NO 028 PSJ C CPO II 2021,200000,CPO
CRUDE PALM OIL KONTRAK NO. 074/SJMS/KJB-CPO/IV/2021,CRUDE PALM OIL KONTRAK NO 074 SJMS KJB CPO IV 2021,200000,CPO
INTI KELAPA SAWIT,INTI KELAPA SAWIT,200000,
JASA ANGKUT CRUDE PALM OIL,JASA ANGKUT CRUDE PALM OIL,200000,
PALM KERNEL- RSPO MB,PALM KERNEL RSPO MB,200000,
PENJUALAN CPO (028/CPO/SRJ-TN/IV/2021),PENJUALAN CPO 028 CPO SRJ TN IV 2021,200000,CPO
PENJUALAN CPO (052/CPO/SRJ-TN/VIII/2021),PENJUALAN CPO 052 CPO SRJ TN VIII 2021,200000,CPO
PENJUALAN CPO (058/CPO/SRJ-TN/IX/2021),PENJUALAN CPO 058 CPO SRJ TN IX 2021,200000,CPO
"PK/Palm Kernel, No.Kontrak 007/PM/C-PK/I/2021",PK PALM KERNEL NO KONTRAK 007 PM C PK I 2021,200000,
"PK/Palm Kernel, No.Kontrak 147/PM/C-PK/IX/2021",PK PALM KERNEL NO KONTRAK 147 PM C PK IX 2021,200000,
"PK/Palm Kernel, No.Kontrak 155/PM/C-PK/X/2021",PK PALM KERNEL NO KONTRAK 155 PM C PK X 2021,200000,
Palm Kernel,PALM KERNEL,200000,
Penjualan CPO (089/CPO/PNNI-IMT/X/2021),PENJUALAN CPO 089 CPO PNNI IMT X 2021,200000,CPO
Penjualan CPO (102/SRM-CPO/PKU/IV/2021),PENJUALAN CPO 102 SRM CPO PKU IV 2021,200000,CPO
Penjualan CPO (125/SRM-CPO/PKU/V/2021),PENJUALAN CPO 125 SRM CPO PKU V 2021,200000,CPO
Penjualan CPO (153/SRM-CPO/PKU/VII/2021),PENJUALAN CPO 153 SRM CPO PKU VII 2021,200000,CPO
Penjualan CPO (302/SRM-CPO/PKU/XI/2021),PENJUALAN CPO 302 SRM CPO PKU XI 2021,200000,CPO
Uang Muka 80% Penjualan CPO ,UANG MUKA 80 PENJUALAN CPO,200000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,200002,CPO
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 012/ANJ-IMT/CPO/04/21 Tanggal 03 Mei 2021,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 012 ANJ IMT CPO 04 21 TANGGAL 03 MEI 2021,200060,
Palm Kernel,PALM KERNEL,200110,
Crude Palm Oil,CRUDE PALM OIL,201960,CPO
CRUDE PALM OIL,CRUDE PALM OIL,202360,CPO
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 016/ANJ-IMT/CPO/06/21 Tanggal 05 Juli 2021,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 016 ANJ IMT CPO 06 21 TANGGAL 05 JULI 2021,202670,
Palm Kernel,PALM KERNEL,203280,
Crude Palm Oil,CRUDE PALM OIL,203520,CPO
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,205320,
PALM KERNEL,PALM KERNEL,209600,
Ongkos Angkut TBS DIV 7,ONGKOS ANGKUT TBS DIV 7,212460,
Tuslaag TBS Div 4,TUSLAAG TBS DIV 4,217040,
Palm Kernel,PALM KERNEL,220700,
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,221100,
TBS PERIODE 03 SD 04 FEBRUARI 2021,TBS PERIODE 03 SD 04 FEBRUARI 2021,222646.7031,TBS
Crude Palm Oil,CRUDE PALM OIL,224040,CPO
CRUDE PALM OIL,CRUDE PALM OIL,225370,CPO
Crude Palm Oil,CRUDE PALM OIL,225848,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 097/SJMS/KJB-CPO/V/2021,PANJAR CRUDE PALM OIL KONTRAK NO 097 SJMS KJB CPO V 2021,228000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 160/SJMS/KJB-CPO/VII/2021,PANJAR CRUDE PALM OIL KONTRAK NO 160 SJMS KJB CPO VII 2021,228000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 162/SJMS/KJB-CPO/VII/2021,PANJAR CRUDE PALM OIL KONTRAK NO 162 SJMS KJB CPO VII 2021,228000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 176/SJMS/KJB-CPO/VIII/2021,PANJAR CRUDE PALM OIL KONTRAK NO 176 SJMS KJB CPO VIII 2021,228000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 203/SJMS/KJB-CPO/IX/2021,PANJAR CRUDE PALM OIL KONTRAK NO 203 SJMS KJB CPO IX 2021,228000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 213/SJMS/KJB-CPO/IX/2021,PANJAR CRUDE PALM OIL KONTRAK NO 213 SJMS KJB CPO IX 2021,228000,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,231630,
PALM KERNEL,PALM KERNEL,232540,
CRUDE PALM OIL,CRUDE PALM OIL,232770,CPO
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,233300,
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,234690,
PALM KERNEL OIL,PALM KERNEL OIL,235750,
TBS PERIODE 16 JANUARI 2021,TBS PERIODE 16 JANUARI 2021,236698.7031,TBS
CPO KONTRAK JUAL BELI NO.C02/MLA-IMT/XII/2021,CPO KONTRAK JUAL BELI NO C02 MLA IMT XII 2021,237500,CPO
CPO KONTRAK JUAL BELI NO.C03/MLA-IMT/II/2021,CPO KONTRAK JUAL BELI NO C03 MLA IMT II 2021,237500,CPO
CRUDE PALM OIL,CRUDE PALM OIL,238000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,239000,CPO
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,239660,
CRUDE PALM OIL KONTRAK NO. 236/SJMS/KJB-CPO/XII/2020,CRUDE PALM OIL KONTRAK NO 236 SJMS KJB CPO XII 2020,240000,CPO
CRUDE PALM OIL KOTRAK NO. 207/SJMS/KJB-CPO/IX/2021,CRUDE PALM OIL KOTRAK NO 207 SJMS KJB CPO IX 2021,240000,CPO
PALM KERNEL,PALM KERNEL,240000,
PANJAR PENJUALAN CPO (079/CPO/SRJ-TN/X/2021),PANJAR PENJUALAN CPO 079 CPO SRJ TN X 2021,241710,CPO
CRUDE PALM OIL,CRUDE PALM OIL,241910,CPO
Crude Palm Oil,CRUDE PALM OIL,243750,CPO
Crude Palm Oil,CRUDE PALM OIL,244200,CPO
CPO,CPO,245000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,245000,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,245430,
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT - PKS BUMIPALMA KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT  PKS BUMIPALMA KE BULKING RENGAT,245560,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,245920,
CRUDE PALM OIL,CRUDE PALM OIL,246190,CPO
Crude Palm Oil,CRUDE PALM OIL,246740,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,246740,
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,247140,
Crude Palm Oil,CRUDE PALM OIL,247880,CPO
CPO,CPO,247920,CPO
Palm Kernel Oil,PALM KERNEL OIL,248750,
CRUDE PALM OIL,CRUDE PALM OIL,248830,CPO
CRUDE PALM OIL (CPO),CRUDE PALM OIL CPO,248960,CPO
TBS PERIODE 10 SD 14 FEBRUARI 2021,TBS PERIODE 10 SD 14 FEBRUARI 2021,248990.4063,TBS
Crude Palm Oil,CRUDE PALM OIL,249050,CPO
Crude Palm Oil,CRUDE PALM OIL,249230,CPO
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT- PKS BUMIPALMA KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT PKS BUMIPALMA KE BULKING RENGAT,249250,
Crude Palm Oil,CRUDE PALM OIL,249480,CPO
Ongkos angkut CPO,ONGKOS ANGKUT CPO,249520,
CRUDE PALM OIL,CRUDE PALM OIL,249640,CPO
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,249710,
Ongkos angkut CPO,ONGKOS ANGKUT CPO,249850,
Crude Palm Oil,CRUDE PALM OIL,249960,CPO
CRUDE PALM OIL,CRUDE PALM OIL,250000,CPO
Crude Palm Oil,CRUDE PALM OIL,250000,CPO
PENJUALAN 250.000 KG CPO,PENJUALAN 250 000 KG CPO,250000,CPO
UANG MUKA CRUDE PALM OIL,UANG MUKA CRUDE PALM OIL,250000,CPO
Uang Muka CPO 90% atas SPJB No : 037/MMAL-CBU/CPO/V/2021,UANG MUKA CPO 90 ATAS SPJB NO  037 MMAL CBU CPO V 2021,250000,CPO
Ongkos angkut CPO,ONGKOS ANGKUT CPO,250150,
Crude Palm Oil,CRUDE PALM OIL,250247,CPO
Crude Palm Oil,CRUDE PALM OIL,250260,CPO
CRUDE PALM OIL,CRUDE PALM OIL,250410,CPO
Crude Palm Oil,CRUDE PALM OIL,250454,CPO
Crude Palm Oil,CRUDE PALM OIL,250500,CPO
CPO,CPO,253380,CPO
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,256010,
Tuslaag TBS Div 1,TUSLAAG TBS DIV 1,260860,
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,264500,
Crude Palm Oil,CRUDE PALM OIL,268850,CPO
CRUDE PALM OIL,CRUDE PALM OIL,269880,CPO
PALM KERNEL,PALM KERNEL,270880,
CRUDE PALM OIL,CRUDE PALM OIL,272050,CPO
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,273750,
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,276230,
CRUDE PALM OIL,CRUDE PALM OIL,276300,CPO
Palm Kernel,PALM KERNEL,279780,
CRUDE PALM OIL,CRUDE PALM OIL,282260,CPO
CPO ,CPO,285000,CPO
CPO KONTRAK JUAL BELI NO.C02/MLA-IMT/IX/2021,CPO KONTRAK JUAL BELI NO C02 MLA IMT IX 2021,285000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,285000,CPO
Crude Palm Oil (CPO) 285.000 Kg Kontrak 603/CPO/SMN-IMT/XII/2021 PO 9100084101,CRUDE PALM OIL CPO 285 000 KG KONTRAK 603 CPO SMN IMT XII 2021 PO 9100084101,285000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 112/SJMS/KJB-CPO/VI/2021,PANJAR CRUDE PALM OIL KONTRAK NO 112 SJMS KJB CPO VI 2021,285000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 171/SJMS/KJB-CPO/VIII/2021,PANJAR CRUDE PALM OIL KONTRAK NO 171 SJMS KJB CPO VIII 2021,285000,CPO
Crude Palm Oil,CRUDE PALM OIL,287600,CPO
CRUDE PALM OIL,CRUDE PALM OIL,290130,CPO
TBS PERIODE 07 MARET 2021,TBS PERIODE 07 MARET 2021,290804.6875,TBS
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.PANGKALAN PANJI  MILL KE BULKING BOOM BARU, DO : 2450/CPO/2450/21/C045",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS PANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450 CPO 2450 21 C045,291170,
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.MUARA KANDIS MILL KE BULKING BOOM BARU, DO : 2850/CPO/2850/21/C051",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2850 CPO 2850 21 C051,292240,
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 079/ANJ-TN/CPO/I1/20 Tanggal 19 Nopember 2020,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 079 ANJ TN CPO I1 20 TANGGAL 19 NOPEMBER 2020,292640,
Crude Palm Oil,CRUDE PALM OIL,292766,CPO
CRUDE PALM OIL,CRUDE PALM OIL,293260,CPO
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,293640,
PANJAR PENJUALAN CPO (056/CPO/SRJ-TN/VIII/2021),PANJAR PENJUALAN CPO 056 CPO SRJ TN VIII 2021,294000,CPO
Panjar Penjualan CPO (278/SRM-CPO/PKU/X/2021),PANJAR PENJUALAN CPO 278 SRM CPO PKU X 2021,294000,CPO
PALM KERNEL,PALM KERNEL,294670,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,295200,
CRUDE PALM OIL,CRUDE PALM OIL,295370,CPO
Palm Kernel,PALM KERNEL,296740,
CRUDE PALM OIL,CRUDE PALM OIL,296800,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,297030,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,297320,
Crude Palm Oil,CRUDE PALM OIL,297340,CPO
PALM KERNEL,PALM KERNEL,298148,
Palm Kernel,PALM KERNEL,298280,
Crude Palm Oil,CRUDE PALM OIL,298340,CPO
CRUDE PALM OIL,CRUDE PALM OIL,298920,CPO
Tuslaag CPO,TUSLAAG CPO,299070,
Crude Palm Oil,CRUDE PALM OIL,299120,CPO
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,299140,CPO
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,299160,CPO
PALM KERNEL,PALM KERNEL,299410,
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,299420,CPO
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 013/ANJ-TN/CPO/03/21 Tanggal 26 Maret 2021,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 013 ANJ TN CPO 03 21 TANGGAL 26 MARET 2021,299480,
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,299510,
Crude Palm Oil,CRUDE PALM OIL,299540,CPO
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,299540,CPO
PELUNASAN PALM KERNEL,PELUNASAN PALM KERNEL,299540,
Crude Palm Oil,CRUDE PALM OIL,299620,CPO
Biaya Pengangkutan Crude Palm Oil (CPO) No. DO 073/DO-ANJ-TN/CPO/09/21,BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO DO 073 DO ANJ TN CPO 09 21,299630,
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,299760,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,299760,
Palm Kernel,PALM KERNEL,299810,
Crude Palm Oil,CRUDE PALM OIL,299830,CPO
Crude Palm Oil,CRUDE PALM OIL,299930,CPO
PALM KERNEL,PALM KERNEL,299979,
CPO-CRUDE PALM OIL,CPO CRUDE PALM OIL,300000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,300000,CPO
CRUDE PALM OIL KONTRAK NO. 044/SJMS/KJB-CPO/III/2021,CRUDE PALM OIL KONTRAK NO 044 SJMS KJB CPO III 2021,300000,CPO
CRUDE PALM OIL KONTRAK NO. 215/SJMS/KJB-CPO/IX/2021,CRUDE PALM OIL KONTRAK NO 215 SJMS KJB CPO IX 2021,300000,CPO
Crude Palm Oil (CPO) HS Code : 1511.10.00,CRUDE PALM OIL CPO HS CODE  1511 10 00,300000,CPO
MINYAK KELAPA SAWIT HS CODE : 1511.10.00,MINYAK KELAPA SAWIT HS CODE  1511 10 00,300000,CPO
PALM KERNEL - RSPO MB,PALM KERNEL  RSPO MB,300000,
PELUNASAN PALM KERNEL,PELUNASAN PALM KERNEL,300000,
PENJUALAN CPO (054/CPO/KSP-SIP/V/2021),PENJUALAN CPO 054 CPO KSP SIP V 2021,300000,CPO
"Penjualan Palm Kernel Sesuai No.Kontrak : 03/GLP-PK/I/2021, KP/PO : 9100071971, Qty : 300 Ton",PENJUALAN PALM KERNEL SESUAI NO KONTRAK  03 GLP PK I 2021 KP PO  9100071971 QTY  300 TON,300000,
UANG MUKA CPO,UANG MUKA CPO,300000,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,300040,
Biaya Pengangkutan Crude Palm Oil (CPO) No. DO 087/DO-ANJ-TN/CPO/10/21,BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO DO 087 DO ANJ TN CPO 10 21,300060,
Freight Palm Kernel (Inti Sawit) Dari Ketapang Ke Lampung Via KM. Mellinda Sebanyak:,FREIGHT PALM KERNEL INTI SAWIT DARI KETAPANG KE LAMPUNG VIA KM MELLINDA SEBANYAK,300060,
"Transport CPO Via Sungai	 (DO 1454/CPO/1454/21/T152)	 ","TRANSPORT CPO VIA SUNGAI	 DO 1454 CPO 1454 21 T152",300140,
PALM KERNEL,PALM KERNEL,300150,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,300180,
CRUDE PALM OIL,CRUDE PALM OIL,300680,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,300700,
"Transport CPO Via Sungai	 (DO 1454/CPO/1454/21/T256)	 ","TRANSPORT CPO VIA SUNGAI	 DO 1454 CPO 1454 21 T256",300750,
Crude Palm Oil,CRUDE PALM OIL,300820,CPO
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT - PKS BUMIPALMA KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT  PKS BUMIPALMA KE BULKING RENGAT,301000,
CRUDE PALM OIL,CRUDE PALM OIL,301030,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,301030,
Palm Kernel,PALM KERNEL,301080,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,301430,
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 076/ANJ-TN/CPO/11/20 Tanggal 01 Desember 2020,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 076 ANJ TN CPO 11 20 TANGGAL 01 DESEMBER 2020,301460,
