NamaBarang,JumlahBarang,type,category,confidenceLevel,explanation,quantity
Down Payment 90  atas penjualan Crude Palm Oil CPO dari total kontrak 500000 Kg,450000.0,product,Primary,1.0,"Down Payment 90% of total sales of Crude Palm Oil (CPO) from the contract amount of 500,000 kg",500000
PENJUALAN CPO 112CPOKSPTNIX2021,450000.0,product,Primary,1.0,"The text refers to the purchase of palm kernel, which is a primary part of the oil palm fruit.",112
Transport CPO Via Sungai	 DO 1454CPO145421T007	 ,450600.0,service,Transport service,1.0,Transport of CPO via Sungai,7
Ongkos Angkut CPO,451870.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL,454410.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,455370.0,service,Transport Service,0.95,Ongkos Angkut CPO is a transport service provider for oil palm fruit.,1
TBS PERIODE 1415 APRIL 2021,456533.5938,service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
CRUDE PALM OIL,460000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
TBS PERIODE 12 MARET 2021,465476.0938,service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a maintenance and repair service for oil palm trees.,1
Ongkos Angkut TBS Div 3,470870.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
CRUDE PALM OIL,471030.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PALM KERNEL,475000.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
CRUDE PALM OIL,479610.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
CRUDE PALM OIL,480160.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
Palm Kernel Oil,483170.0,product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,489550.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
UANG MUKA ATAS CPO,490000.0,product,Primary,1.0,UANG MUKA ATAS CPO is a product of palm oil fruit.,1
JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARIPERSADA KE BULKING RENGAT,491230.0,service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARIPERSADA KE BULKING RENGAT is a transportation service for palm oil from the factory to the bulk storage area,1
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,492240.0,service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location.,1
Ongkos Angkut CPO,492460.0,service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL,492870.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,493100.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut TBS DIV 2,493270.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut CPO,494870.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Crude Palm Oil,495760.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C041,496270.0,product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C041,2850
Crude Palm Oil,496734.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C033,496790.0,service,Transport service,0.9,The text refers to a transport service for palm oil from PKSPangkalan Panji Mill to an unknown destination.,2450
CRUDE PALM OIL,496930.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
CRUDE PALM OIL,497080.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,497670.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C041,497970.0,product,Primary,1.0,"The text refers to a quantity of crude palm oil (CPO) being transported from PKSPangkalan Panji Mill, indicating it is a product.",2450
Pelunasan 20 Crude Palm Oil Kontrak No PAJTNCPO047IV2021  PO 9100075433,498170.0,product,Primary,1.0,Pelunasan 20 Crude Palm Oil Kontrak No PAJTNCPO047IV2021 is a product of palm oil.,9100075433
Crude Palm Oil,498220.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,498260.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Penyesuaian Ongkos Angkut CPO,498290.0,service,Transport service,0.9,Penyesuaian ongkos angkut CPO refers to the transportation cost of crude palm oil.,100
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2451CPO285021C014,498520.0,product,Primary,1.0,"ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2451CPO285021C014 is a product of primary category, which are the parts of the oil palm fruit such as palm kernel, palm shell, etc.",2451
Crude Palm Oil,498820.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,498900.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,498990.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,100
Crude Palm Oil,499030.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,499090.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,499100.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
PALM KERNEL,499116.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Crude Palm Oil,499140.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2451CPO285021C010,499410.0,product,Primary,1.0,"ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2451CPO285021C010 is a product of primary category, which is the part of the oil palm fruit such as palm kernel, palm shell, etc.",2451
CRUDE PALM OIL,499500.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,499500.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,499580.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
PALM KERNEL,499591.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Palm Kernel,499680.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PALM KERNEL,499747.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Pelunasan CPO Crude Palm Oil Kontrak No 0054SMKTNGCPOII2021,499760.0,product,Primary,1.0,Pelunasan CPO Crude Palm Oil Kontrak No 0054SMKTNGCPOII2021 is a product of palm oil fruit.,1
Crude Palm Oil,499970.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,499986.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
ANGKUTAN CRUDE PALM OIL  CPO ,500000.0,product,Primary,1.0,ANGKUTAN CRUDE PALM OIL is a product of palm oil fruit.,100
CPO,500000.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
Crude Palm Oil CPO,500000.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product derived from the oil palm fruit.,0
PALM KERNEL OIL MINYAK INTI SAWIT,500000.0,product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
Pelunasan 20 atas SPJB No  048MMALCBUCPOXII2020,500000.0,service,Maintenance/Repair Service,0.9,Pelunasan 20 atas SPJB No  048MMALCBUCPOXII2020 is a maintenance and repair service for palm oil processing equipment.,1
Pelunasan CPO 10 atas SPJB No  085MMALCBUCPOX2021,500000.0,product,Primary,1.0,Pelunasan CPO 10 atas SPJB No  085MMALCBUCPOX2021 is a product of palm oil fruit.,10
Penjualan CPO Sesuai NoKontrak  11GLPCPOII2021 KPPO  9100073151 Qty  500 Ton,500000.0,service,Transport service,0.8,The text mentions 'Penjualan CPO Sesuai NoKontrak' which indicates the sale of palm oil products according to a contract.,500
Uang Muka CPO 90 atas SPJB No  046MMALCBUCPOV2021,500000.0,product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  046MMALCBUCPOV2021 is a product of palm oil fruit.,1
Uang Muka CPO 90 atas SPJB No  069MMALCBUCPOVIII2021,500000.0,product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  069MMALCBUCPOVIII2021 is a product of primary category as it is a part of the oil palm fruit such as palm kernel,90
Uang Muka Crude Palm Oil CPO Kontrak No 0054SMKTNGCPOII2021,500000.0,product,Primary,1.0,Uang Muka Crude Palm Oil CPO Kontrak No 0054SMKTNGCPOII2021 is a product of palm oil fruit.,1
Crude Palm Oil,500030.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Palm Kernel,500050.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
ONGKOS ANGKUTAN LAUT KAPAL KM SUMBER REJEKI 88 MUAT INTI SAWIT DARI KETAPANG KE LAMPUNG,500200.0,service,Transport service,1.0,ONGKOS ANGKUTAN LAUT KM SUMBER REJEKI provides transportation services for palm oil from Ketapang to Lampung,88
Crude Palm Oil,500420.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Biaya Angkut CPO,500459.0,service,Transport service,0.8,Angkutan CPO refers to the transportation of crude palm oil.,1
Ongkos Angkut CPO,500730.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
PALM KERNEL,500758.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PALM KERNEL,500902.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PALM KERNEL,500928.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PELUNASAN PALM KERNEL,501210.0,product,Primary,1.0,Pelunasan palm kernel is a primary product of oil palm fruit.,100
Crude Palm Oil,501216.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,501850.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,502280.0,service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location.,1
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C046,502720.0,product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C046,2850
CRUDE PALM OIL,503060.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C043,503240.0,product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C043,2750
Palm Kernel Oil,503860.0,product,Primary,1.0,Palm kernel oil is a product derived from the oil palm fruit and falls under the category of primary products.,0
Palm Kernel Oil,505200.0,product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS Div 4,505700.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Pelunasan 20 Crude Palm Oil Kontrak No PAJTNCPO005I2021  PO 9100071922,508920.0,product,Primary,1.0,Pelunasan 20 Crude Palm Oil Kontrak No PAJTNCPO005I2021 is a product of palm oil.,9100071922
Ongkos Angkut TBS Div 3,516090.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider for oil palm fruit,1
Ongkos Angkut CPO,516870.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
PALM KERNEL,519120.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Ongkos Angkut CPO,519360.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL,520000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Ongkos Angkut TBS DIV 1,539030.0,service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut TBS Div 1,542380.0,service,Transport service,0.8,Ongkos Angkut is a transportation service provider for oil palm fruit,1
CRUDE PALM OIL,550000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS Div 4,551650.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut TBS DIV 5,557870.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
CRUDE PALM OIL,560000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 3,561670.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
TBS PERIODE 15 OKTOBER 2021,563293.0,service,Maintenance/Repair Service,0.8,"The text mentions 'TBS PERIODE 15 OKTOBER 2021', which indicates that the product is related to maintenance or repair services.",1
Ongkos Angkut TBS DIV 1,569850.0,service,Transport service,0.9,Ongkos Angkut is a transportation service provider.,1
Ongkos Angkut TBS DIV 4,573000.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
TBS PERIODE 22 DESEMBER 2021,573593.625,service,Transport service,0.8,TBS PERIODE 22 DESEMBER 2021 is a transportation service for palm oil products.,1
CRUDE PALM OIL,580000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Ongkos Angkut TBS Div 2,593150.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Crude Palm Oil,595980.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Tuslaag CPO,596330.0,product,Primary,1.0,Tuslaag CPO is a type of palm oil product.,0
Ongkos Angkut CPO,597060.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Crude Palm Oil,597260.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C007,598160.0,product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C007,2750
Crude Palm Oil,598170.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,599110.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,599150.0,service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location.,1
PALM KERNEL,599170.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
CRUDE PALM OIL,599240.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,599620.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL  012RSILCPOIII2021,600000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
JASA ANGKUT CPO,600000.0,service,Transport service,0.8,JASA ANGKUT CPO is a transportation service for palm oil products.,1
PALM KERNEL RSPOMB,600000.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Pelunasan CPO 10 atas SPJB No  078MMALCBUCPOIX2021,600000.0,product,Primary,1.0,Pelunasan CPO 10 atas SPJB No  078MMALCBUCPOIX2021 is a product of palm oil fruit.,10
Uang Muka CPO 90 atas SPJB No  074MMALCBUCPOVIII2021,600000.0,product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  074MMALCBUCPOVIII2021 is a product of palm oil fruit.,90
Uang Muka CPO 90 atas SPJB No  076MMALCBUCPOIX2021,600000.0,product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  076MMALCBUCPOIX2021 is a product of palm oil fruit.,90
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,600690.0,service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location,1
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,601520.0,service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location,1
Biaya Angkut CPO dari Pulang Pisau tujuan Kumai dengan TB Senggora Escort TK Senggora Crystal,604022.0,service,Transport service,1.0,Angkutan CPO dari Pulang Pisau tujuan Kumai dilakukan melalui jasa escort TK Senggora Crystal,1
Crude Palm Oil,606659.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C019,609340.0,service,Transport service,0.8,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C019 is a transportation service for palm oil products,1
CRUDE PALM OIL,610000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,611910.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,618180.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut TBS DIV 3,639650.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Crude Palm Oil,646260.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
PALM KERNEL,650000.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
CRUDE PALM OIL,650250.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
Crude Palm Oil,650530.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Freight Palm Kernel Inti Sawit Dari Ketapang Ke Lampung Via KM Mellisa Sebanyak,650640.0,service,Transport service,1.0,Freight is a service that involves transporting goods from one location to another.,0
Ongkos Angkut TBS Div 2,664330.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider for oil palm fruit,1
Ongkos Angkut TBS Div 4,670490.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut TBS Div 3,679270.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
TBS PERIODE 21 DESEMBER 2021,686895.1875,service,Transport service,0.8,TBS PERIODE 21 DESEMBER 2021 is a transportation service for palm oil products.,1
Ongkos Angkut TBS DIV 5,688070.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut TBS Div 1,688990.0,service,Transport service,0.9,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
Ongkos Angkut TBS Div 4,692550.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut TBS Div 4,695950.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,0
Ongkos Angkut TBS Div 4,698410.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider.,1
CRUDE PALM OIL,700153.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
 FREIGHT ANGKUTAN CPO DARI SANGKULIRANG TUJUAN TARJUN MENGGUNAKAN TB MITRA KENCANA IV  TK SUMBER KENCANA VI      PO NO  91000 78170  ,700509.0,service,Transport service,1.0,Freight angkutan CPO dari sangkulirang tujuan tarjun menggunakan TB MITRA KENCANA IV TK Sumber Kencana VI,78170
Ongkos Angkut TBS DIV 4,701600.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,708200.0,service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location,1
CRUDE PALM OIL,708250.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Claim Mutu Premium CPO,723690.0,product,Primary,1.0,Oil palm fruit,1
Tuslaag  No Kontrak  1451  CPO  1451  21  T020,742010.0,product,Primary,1.0,Tuslaag is a palm oil fruit.,1451
Crude Palm Oil,747430.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,747880.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,749200.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,749360.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Penyesuaian Ongkos Angkut CPO,749650.0,service,Transport service,0.8,Ongkos angkut cpo is a transportation service for palm oil products.,1
CRUDE PALM OIL,749950.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Pelunasan 50 angkutan CPO dari Talang Duku Jambi ke Belawan via TB Jangilus LautTK SM Masterpiece 318 sebanyak ,750000.0,product,Primary,1.0,Pelunasan 50 angkutan CPO dari Talang Duku Jambi ke Belawan via TB Jangilus LautTK SM Masterpiece 318 sebanyak  ,50
Penyesuaian Ongkos Angkut CPO,752150.0,service,Transport service,0.8,"The text refers to the cost of transporting crude palm oil (CPO), indicating that it is a service related to the processing and transportation of palm oil.",1
Crude Palm Oil,754870.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 4,755380.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
TBS PERIODE 10  MEI 2021,780768.375,service,Maintenance/Repair Service,0.8,TBS PERIODE 10 is a maintenance and repair service for oil palm trees.,10
Ongkos Angkut TBS DIV 3,793970.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
PALM KERNEL,797310.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
FFA Premium 2250CPO225021C050,797930.0,product,Primary,1.0,FFA Premium is a product of palm oil fruit.,0
Ongkos Angkut TBS DIV 3,798470.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut CPO,798790.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Crude Palm Oil CPO HS Code  15111000,799002.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,100
Jasa Angkut CPO No Kontrak  1451  CPO  1451  21  T016,799220.0,service,Transport service,1.0,Jasa Angkut CPO No Kontrak is a transport service for palm oil products,21
Ongkos Angkut TBS DIV 2,799670.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut CPO,799930.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Crude Palm Oil,800000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,800630.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,801072.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,801264.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,805580.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
ONGKOS ANGKUTAN LAUT KAPAL KM ANUGRAH SAMUDRA I MUAT INTI SAWIT DARI PALARANSAMARINDA KE LAMPUNG,806700.0,service,Transport service,1.0,ONGKOS ANGKUTAN LAUT KM ANUGRAH SAMUDRA I MUAT INTI SAWIT DARI PALARANSAMARINDA KE LAMPUNG,1
Ongkos Angkut TBS DIV 4,807680.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider.,1
Penyesuaian Ongkos Angkut CPO,811340.0,service,Transport service,0.8,"The text refers to the cost of transporting crude palm oil (CPO), indicating that it is a service related to the processing and transportation of palm oil.",1
CRUDE PALM OIL,812070.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
BIAYA PENGOLAHAN PALM PRODUCT,816666.0,service,Maintenance/Repair Service,0.8,"Based on the text, it is likely that the service provided is related to the maintenance or repair of palm products.",1
TBS PERIODE 2627 APRIL 2021,846081.625,service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
Ongkos Angkut TBS DIV 4,849740.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Crude Palm Oil,850000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 2,883260.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Tuslaag TBS Div 3,889160.0,service,Maintenance/Repair Service,0.8,Tuslaag TBS Div 3 is a maintenance and repair service for oil palm processing machines.,1
Ongkos Angkut TBS Div 2,890320.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Crude Palm Oil,898610.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
TBS PERIODE 25 OKTOBER 2021,902403.875,service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
Ongkos Angkut CPO,905700.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,914300.0,service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location.,1
TBS PERIODE 0809 FEBRUARI 2021,928205.625,service,Maintenance/Repair Service,0.8,TBS PERIODE 0809 FEBRUARI 2021 is related to maintenance and repair services for palm oil processing equipment.,1
Ongkos Angkut TBS Div 6,938320.0,service,Transport Service,1.0,Ongkos Angkut is a transport service provider for oil palm fruit.,0
Ongkos Angkut CPO DO Nomor  1451CPO145121T018,945160.0,product,Primary,1.0,Ongkos Angkut CPO DO Nomor  1451CPO145121T018 is a palm oil fruit.,1
MINYAK KELAPA SAWIT HS CODE  15111000,960000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
